distance_left,distance_right,direction,acceleration
100.0,109.0,-0.09341916,0.0
98.0,102.0,-0.09341916,0.0
94.0,107.0,-0.09341916,0.07952392
98.0,101.0,-0.09341916,0.34626
102.0,108.0,-0.09341916,0.5480969
101.0,103.0,-0.09341916,0.39170409999999994
98.0,98.0,-0.09341916,0.1889791
102.0,102.0,-0.09341916,0.0
99.0,112.0,-0.09341916,0.0
101.0,97.0,-0.09341916,0.0
102.0,104.0,-0.09341916,0.1660709
100.0,99.0,-0.09341916,0.37872290000000003
105.0,103.0,-0.09767151,0.22877129999999998
105.0,107.0,-0.100147,0.02083826
99.0,107.0,-0.1009681,0.0
100.0,103.0,-0.10272049999999999,0.0
98.0,103.0,-0.10356610000000001,0.0
99.0,98.0,-0.105,0.1278237
103.0,101.0,-0.11803910000000001,0.3874887
102.0,107.0,-0.1217402,0.1272057
101.0,99.0,-0.1217402,0.0
100.0,103.0,-0.1217402,0.0
105.0,100.0,-0.1217402,0.0
100.0,104.0,-0.1217402,0.0
98.0,107.0,-0.1217402,0.0
101.0,109.0,-0.1217402,0.0
90.0,103.0,-0.1217402,0.0
98.0,102.0,-0.1217402,0.07622695
91.0,110.5,-0.1217402,0.364809
91.0,101.0,-0.1217402,0.606141
92.0,108.0,-0.1217402,0.7079880000000001
93.0,103.0,-0.1134559,0.44612070000000004
97.0,113.0,-0.1079412,0.191691
98.0,103.5,-0.1027328,0.0
98.0,107.0,-0.1027328,0.0
99.0,100.0,-0.1011641,0.2066492
99.0,104.0,-0.1009069,0.4143451
96.0,109.0,-0.1009069,0.2019392
99.0,102.0,-0.1009069,0.0
99.0,105.0,-0.1009069,0.0
95.0,102.0,-0.1009069,0.06444919
94.0,105.0,-0.1009069,0.275445
95.0,102.0,-0.1009069,0.5162222
100.0,99.0,-0.09074762,0.748572
99.0,98.0,-0.016446099999999998,0.5283179
103.0,98.0,-0.008786729,0.2655298
102.5,100.0,0.008406875,0.0
103.0,101.0,0.01118882,0.06415486
109.0,103.0,0.01118882,0.31132509999999997
108.0,94.0,0.01118882,0.5512919
111.0,100.0,0.01118882,0.7539629
108.0,92.0,0.01118882,0.5545945999999999
112.0,94.0,0.01118882,0.2877059
107.0,96.0,0.01118882,0.01724088
113.0,92.0,0.01064956,0.0
112.0,97.0,-0.0014705879999999999,0.0
112.0,91.0,-0.0217646,0.1281599
120.0,89.0,-0.03563717,0.357522
118.0,86.0,-0.0547304,0.6284791000000001
120.0,92.0,-0.06534316,0.3965074
122.0,85.0,-0.07846805,0.18888039999999998
124.0,92.5,-0.1040319,0.0
125.0,84.0,-0.12069849999999999,0.0
125.0,74.0,-0.1498652,0.0
127.0,80.0,-0.15786760000000002,0.0
126.0,77.0,-0.1669118,0.1372862
127.0,83.0,-0.1959191,0.38906409999999997
126.0,78.0,-0.1973161,0.6191131999999999
120.0,83.0,-0.1973161,0.41834129999999997
126.0,80.0,-0.1973161,0.2130243
125.0,86.0,-0.1973161,0.0007324219
124.0,81.0,-0.1973161,0.0
121.0,81.0,-0.1973161,0.0
116.0,87.0,-0.1973161,0.2358152
119.0,87.0,-0.1973161,0.5069971999999999
115.0,86.0,-0.1906618,0.4368628
114.0,88.0,-0.1366299,0.229812
110.0,93.0,-0.11439949999999999,0.02099991
115.0,92.0,-0.09254904,0.0
110.0,93.0,-0.07920334,0.0
113.0,91.0,-0.07053923,0.0
108.0,92.0,-0.05424015,0.06726909
106.5,98.0,-0.010820999999999999,0.3310382
107.0,102.5,-0.010820999999999999,0.40124699999999996
107.0,110.0,-0.010820999999999999,0.146964
103.0,150.0,-0.010820999999999999,0.0
105.0,151.5,-0.010820999999999999,0.0
106.0,149.0,-0.010820999999999999,0.0
110.0,154.5,-0.01287985,0.0
113.0,150.0,-0.03230393,0.0
114.0,148.0,-0.05540431,0.0
125.0,143.5,-0.08332106,0.1651289
114.0,148.0,-0.10551469999999999,0.3719881
114.0,119.5,-0.11843139999999998,0.34967709999999996
127.0,147.5,-0.11843139999999998,0.1480622
119.0,147.5,-0.1199387,0.0
115.0,139.0,-0.1391422,0.0
117.0,142.0,-0.1491543,0.0
121.0,147.5,-0.1494239,0.0
117.0,140.0,-0.1494239,0.0
114.0,142.0,-0.1494239,0.0
114.0,148.0,-0.1494239,0.1418309
117.0,145.0,-0.1494239,0.20023229999999997
122.0,149.0,-0.1397059,0.0
105.0,126.0,-0.1251348,0.0
108.0,105.0,-0.1047672,0.0
104.0,147.0,-0.09662996,0.0
103.0,154.0,-0.08212011,0.0
105.5,106.0,-0.07052702,0.0
102.0,150.0,-0.06857838,0.0
106.0,153.0,-0.06857838,0.0
100.0,154.0,-0.06330872,0.0707252
103.0,154.0,-0.0515932,0.2753792
106.0,152.5,-0.04803915,0.48747609999999997
86.0,152.5,-0.04749989,0.4199191
94.0,154.0,-0.04749989,0.2070183
108.0,150.5,-0.04749989,0.0
101.0,149.5,-0.02481618,0.0
104.0,152.0,-0.02427691,0.0
104.0,152.0,-0.02427691,0.0
106.0,149.0,-0.02427691,0.0
105.0,150.0,-0.02427691,0.0
112.0,146.5,-0.02427691,0.0
107.0,118.0,-0.02427691,0.2569381
110.0,149.5,-0.02427691,0.5224049
116.0,149.0,-0.03085776,0.45273900000000006
120.0,148.0,-0.04339455,0.2498009
112.0,93.5,-0.04700981,0.027401799999999997
106.0,142.0,-0.05341905,0.0
119.0,147.5,-0.06186272,0.0
113.0,149.0,-0.07203423,0.0
120.0,145.5,-0.08422798,0.0
117.0,143.0,-0.09052698,0.0
116.0,99.0,-0.09272048,0.07226408
113.0,150.0,-0.10186260000000001,0.28034990000000004
117.0,96.0,-0.10436279999999999,0.4838519
121.0,100.0,-0.10607839999999999,0.413538
120.0,93.0,-0.10607839999999999,0.20815799999999998
122.0,91.0,-0.10607839999999999,0.00802803
118.0,81.0,-0.0969118,0.0
104.0,85.0,-0.06439945,0.0
116.0,110.0,-0.05833327,0.0
116.0,88.0,-0.05833327,0.0
106.0,133.0,-0.05833327,0.0
106.0,97.0,-0.08612743,0.0
108.0,72.0,-0.1051839,0.0
105.0,81.0,-0.1088113,0.0
107.0,87.0,-0.1088113,0.259125
108.0,83.0,-0.1088113,0.4825859
109.0,86.0,-0.1088113,0.5594251
105.0,86.0,-0.1088113,0.2724241
108.0,87.0,-0.1088113,0.04480505
105.0,84.0,-0.1088113,0.0
104.0,86.0,-0.1088113,0.0
101.0,88.0,-0.1088113,0.0
106.0,87.0,-0.1088113,0.0
102.0,88.0,-0.1088113,0.0
103.0,88.0,-0.1088113,0.1458721
108.0,90.0,-0.1088113,0.358689
109.0,93.0,-0.06475489,0.2656385
108.0,92.0,-0.03990191,0.04374647
96.0,93.0,-0.03294121,0.0
96.0,93.0,0.01427702,0.0
95.0,91.0,0.02180158,0.0
100.0,92.0,0.02180158,0.0
106.0,91.0,0.02180158,0.07772398
99.0,91.0,0.02180158,0.29293509999999995
107.0,92.0,0.02180158,0.5144191
101.0,91.0,0.009313785,0.0
103.0,86.0,-0.007450956,0.0
106.0,87.0,-0.01872541,0.0
111.0,84.0,-0.03693632,0.0
108.0,82.0,-0.05564952,0.0
109.0,83.0,-0.07790437,0.0
110.0,81.0,-0.08553915,0.0
109.0,83.0,-0.08553915,0.0716579
109.0,81.0,-0.08553915,0.2780728
122.0,82.0,-0.09156853,0.487464
111.0,80.0,-0.09183817,0.419946
116.0,75.0,-0.09183817,0.2166449
119.0,76.0,-0.09183817,0.006917953
122.0,74.0,-0.09183817,0.0
123.0,78.0,-0.09183817,0.0
123.0,77.0,-0.09183817,0.0
123.0,77.0,-0.09183817,0.0
121.0,79.0,-0.09183817,0.0
113.0,83.0,-0.09183817,0.2160451
112.0,88.0,-0.09183817,0.14995799999999998
118.0,80.0,-0.08019607,0.0
114.0,121.0,-0.06859059,0.0
119.0,80.0,-0.06645831,0.0
119.0,75.0,-0.06645831,0.0
111.0,81.0,-0.06645831,0.0
119.0,83.0,-0.06645831,0.0
117.0,84.0,-0.06645831,0.0
119.0,84.0,-0.0702696,0.0
125.0,83.0,-0.07501221,0.1703517
127.0,85.0,-0.07501221,0.386502
115.0,85.0,-0.07501221,0.1652763
104.0,83.0,-0.07501221,0.0
103.0,86.0,-0.07501221,0.0
105.0,82.0,-0.07501221,0.0
115.0,84.0,-0.07501221,0.0
106.0,83.0,-0.06965691,0.0
112.0,83.0,-0.04813717,0.0
113.0,80.0,-0.03436279,0.0
120.0,80.0,-0.03436279,0.0
108.0,80.0,-0.03410537,0.2156761
121.0,83.0,-0.03410537,0.4396741
122.0,80.0,-0.03410537,0.3693509
111.0,78.0,-0.03410537,0.1507981
114.0,78.0,-0.04729166,0.0
122.0,76.0,-0.06318629,0.0
124.0,76.0,-0.06985294,0.0
126.0,76.0,-0.07247548,0.0
121.0,74.0,-0.07247548,0.0
127.0,76.0,-0.07551467,0.0
126.0,74.0,-0.07950978,0.0
127.0,75.0,-0.09281868,0.0
134.0,76.0,-0.103027,0.22728289999999998
118.0,76.0,-0.103027,0.28637979999999996
136.0,77.0,-0.103027,0.07397962
125.0,76.0,-0.103027,0.0
135.0,77.0,-0.103027,0.0
134.0,76.0,-0.1009559,0.0
119.0,78.0,-0.07602934,0.0
123.0,79.0,-0.06408081,0.0
122.0,80.0,-0.06408081,0.0
114.0,80.0,-0.06408081,0.0
125.0,81.0,-0.06408081,0.04169405
117.0,80.0,-0.06408081,0.262845
123.0,88.0,-0.06408081,0.4913281
120.0,81.0,-0.06408081,0.27207040000000005
116.0,78.0,-0.07053923,0.06019843
116.0,96.0,-0.07053923,0.0
118.0,83.0,-0.07053923,0.0
118.0,81.0,-0.07053923,0.0
109.0,82.0,-0.07053923,0.1292492
109.0,92.0,-0.07053923,0.3824072
111.0,78.0,-0.07053923,0.6398191
116.0,74.0,-0.07053923,0.8427210999999999
109.0,77.0,-0.07053923,0.5899079
113.0,82.0,-0.06678916,0.328851
110.0,75.0,-0.04660537,0.12778789999999998
115.0,74.0,-0.04660537,0.0
112.0,75.0,-0.04660537,0.07432508
121.0,77.0,-0.04660537,0.3001742
118.0,83.0,-0.04660537,0.5028841
118.0,74.0,-0.04660537,0.7213861999999999
124.0,77.5,-0.04660537,0.9284129999999999
134.0,73.0,-0.04660537,0.765147
122.0,72.0,-0.04660537,0.5041949
126.0,71.0,-0.04660537,0.298173
127.0,77.0,-0.04660537,0.08999991
125.0,80.0,-0.04660537,0.0
114.0,82.0,-0.04660537,0.0
124.0,72.0,-0.04660537,0.0
131.0,73.0,-0.04660537,0.0
131.0,74.0,-0.04660537,0.22992289999999999
146.0,75.5,-0.04660537,0.4559219
118.0,77.0,-0.04660537,0.6737401
115.0,77.0,-0.07159316,0.4541852
122.0,84.0,-0.07678923,0.2367904
121.0,88.0,-0.07678923,0.01752627
116.0,96.0,-0.07678923,0.0
118.0,92.0,-0.07678923,0.0
114.0,86.0,-0.07705886,0.0
125.0,79.5,-0.07705886,0.0
114.0,84.0,-0.07705886,0.06605101
118.0,91.5,-0.07705886,0.2691268
119.5,90.0,-0.07705886,0.47183379999999997
127.0,89.0,-0.07705886,0.26388290000000003
131.0,91.0,-0.04230382,0.05775261
119.0,87.0,-0.03544114,0.0
118.0,95.0,-0.03382353,0.0
115.0,87.5,-0.03382353,0.0
126.0,84.0,-0.02944856,0.0
120.0,91.0,-0.01384798,0.0
130.0,88.0,-0.01384798,0.06779695
134.0,77.0,-0.01384798,0.3237813
129.0,79.0,-0.01384798,0.5860951999999999
125.0,82.0,-0.01384798,0.528672
139.0,79.0,-0.01384798,0.322251
126.0,71.0,-0.01772048,0.1038902
129.0,87.0,-0.02562489,0.0
133.0,73.0,-0.03107838,0.0
123.0,69.0,-0.03985291,0.0
137.0,76.0,-0.04770831,0.0
127.0,76.0,-0.05593136,0.1438079
135.0,77.0,-0.05872551,0.35462990000000005
115.0,86.0,-0.06009809,0.5610991999999999
126.0,93.0,-0.06009809,0.3509703
129.0,91.0,-0.06009809,0.1489713
137.0,83.0,-0.06009809,0.0
131.0,81.0,-0.06009809,0.0
124.0,87.0,-0.06009809,0.0
125.0,81.0,-0.06009809,0.0
129.0,78.0,-0.06009809,0.064206
137.0,78.0,-0.06009809,0.3168812
131.0,81.0,-0.06009809,0.5808209
138.0,70.0,-0.06009809,0.3732748
144.0,71.0,-0.05242651,0.15888870000000002
136.0,72.0,-0.04806374,0.0
136.0,72.0,-0.04806374,0.0
146.0,79.0,-0.04671559,0.0
134.0,87.0,-0.045392199999999994,0.0
127.0,71.0,-0.04175236,0.0
140.0,76.0,-0.04098044,0.21102579999999999
129.0,71.0,-0.04072301,0.4115939
126.0,76.0,-0.04072301,0.6647397
129.0,76.0,-0.04072301,0.9266249
125.0,74.0,-0.04072301,1.0
132.0,81.0,-0.04072301,1.0
132.0,78.0,-0.04072301,1.0
121.0,82.0,-0.04072301,0.8713992
121.0,96.0,-0.04072301,0.6261462
114.0,89.0,-0.03337007,0.3680472
120.0,90.0,-0.02747551,0.155533
119.0,88.0,-0.02721809,0.0
129.0,89.0,-0.02721809,0.0
131.0,80.0,-0.02721809,0.12671110000000002
130.0,87.0,-0.02721809,0.3330152
116.0,74.0,-0.02721809,0.5829663
133.0,82.0,-0.02386026,0.840585
121.0,79.0,-0.02360283,1.0
130.0,74.0,-0.02360283,1.0
134.0,77.0,-0.02360283,1.0
129.0,82.0,-0.02360283,1.0
131.0,81.0,-0.02360283,0.8792949000000001
136.0,81.0,-0.02360283,0.6725949000000001
123.0,81.0,-0.02360283,0.4317669
138.0,77.0,-0.02360283,0.184975
134.0,80.0,-0.03883577,0.0
128.0,88.0,-0.04198519,0.0
134.0,89.0,-0.04476713,0.0
128.0,86.0,-0.04647055,0.2542051
115.0,75.0,-0.04647055,0.5023380999999999
128.0,82.0,-0.04647055,0.7554841999999999
122.0,82.0,-0.04647055,0.6275765
116.0,72.0,-0.04647055,0.3731525
126.0,78.0,-0.02319857,0.1250732
142.0,83.0,-0.01838235,0.0
133.0,87.0,-0.01838235,0.0
120.0,78.0,-0.01838235,0.0
122.0,89.0,-0.01838235,0.0
117.0,84.0,-0.01838235,0.0
118.0,82.0,-0.01838235,0.0
130.0,87.0,-0.01838235,0.0
136.0,88.0,-0.01838235,0.24452089999999999
131.0,84.0,-0.01838235,0.49344309999999997
116.0,83.0,-0.01838235,0.7411051
120.0,97.0,-0.01838235,0.9944462
116.0,100.0,-0.01838235,1.0
116.0,87.0,-0.01838235,1.0
119.0,85.0,-0.01838235,1.0
118.0,72.0,-0.01838235,1.0
134.0,81.0,-0.01838235,1.0
140.0,85.0,-0.01838235,0.931309
119.0,90.0,-0.02692404,0.7311429
126.0,80.0,-0.03014706,0.5094396999999999
122.0,82.0,-0.03299022,0.3067298
144.0,73.0,-0.03575978,0.06550586
140.0,73.0,-0.03575978,0.0
133.0,79.0,-0.03575978,0.0
122.0,76.0,-0.03575978,0.2583632
132.0,77.0,-0.03575978,0.5201161
124.0,82.0,-0.03575978,0.7273170999999999
142.0,79.0,-0.03575978,0.51375
138.0,82.0,-0.03575978,0.3022442
118.0,96.0,-0.03575978,0.06092405
124.0,97.0,-0.03575978,0.0
112.0,90.0,-0.03191169,0.0
112.0,95.0,-0.01672794,0.0
116.0,89.0,-0.01109063,0.0
120.0,99.0,-0.005857759000000001,0.0
119.0,96.0,0.004252535,0.1489291
143.5,90.0,0.009264777,0.375123
126.0,88.0,0.01223037,0.6239219
122.0,87.0,0.01223037,0.8844569999999999
129.0,88.0,0.01223037,0.6238049
119.0,84.0,0.01223037,0.39910809999999997
138.0,78.0,0.002450921,0.15632089999999998
125.0,83.0,-0.0065440459999999995,0.0
134.0,92.0,-0.03268379,0.0
112.0,86.0,-0.03645827,0.0
144.5,85.0,-0.03645827,0.1623269
133.0,83.0,-0.03645827,0.4079522
127.0,94.0,-0.03645827,0.4872183
129.0,84.0,-0.03645827,0.2676423
144.0,82.0,-0.03645827,0.001482368
145.0,78.0,-0.03645827,0.0
114.0,87.0,-0.03645827,0.0
139.0,87.0,-0.03645827,0.06177628
129.0,83.0,-0.03645827,0.32343330000000003
117.0,85.0,-0.03645827,0.5460090999999999
146.0,80.0,-0.03645827,0.788583
107.0,83.0,-0.03645827,1.0
111.0,84.0,-0.03074754,1.0
128.0,84.0,-0.02389706,1.0
117.0,80.0,-0.01882342,1.0
116.0,99.0,-0.01882342,1.0
126.0,90.0,-0.01882342,1.0
118.0,100.0,-0.01882342,1.0
129.0,98.0,-0.01882342,1.0
124.0,102.0,-0.01882342,1.0
114.0,99.0,-0.006017169,1.0
114.0,103.0,0.001875036,1.0
105.0,101.0,0.006470624,1.0
107.0,101.0,0.006470624,1.0
133.0,102.0,0.006470624,1.0
109.0,92.0,0.006470624,1.0
114.0,96.0,0.006470624,1.0
110.0,100.0,0.006470624,1.0
124.0,95.0,0.006470624,1.0
118.0,91.0,-0.0009803322999999999,1.0
101.0,96.0,-0.01284305,1.0
113.0,100.0,-0.02528184,1.0
118.0,95.0,-0.02986522,1.0
122.0,99.0,-0.02986522,1.0
143.0,96.0,-0.02986522,1.0
117.0,93.0,-0.02986522,1.0
106.0,102.0,-0.01898283,1.0
122.0,91.0,-0.003627463,1.0
113.0,102.0,-0.0033700379999999997,1.0
102.0,106.0,-0.0033700379999999997,1.0
114.0,96.0,-0.0033700379999999997,1.0
109.0,96.0,-0.0033700379999999997,1.0
119.0,99.0,-0.008321066,1.0
125.0,89.0,-0.008321066,1.0
120.0,99.0,-0.009411801,1.0
111.0,91.0,-0.009411801,1.0
110.0,95.0,-0.009411801,1.0
112.0,99.0,-0.009411801,1.0
122.0,95.0,-0.009411801,1.0
129.0,91.0,-0.009411801,1.0
121.0,85.0,-0.009411801,1.0
112.0,92.0,-0.02925236,1.0
135.0,87.0,-0.03678912,1.0
118.0,89.0,-0.03678912,1.0
115.0,89.0,-0.03678912,1.0
112.0,83.0,-0.03678912,1.0
112.0,89.0,-0.03678912,1.0
126.0,98.0,-0.03678912,1.0
126.0,98.0,-0.02153177,1.0
111.0,96.0,-0.02099269,1.0
111.0,95.0,-0.02099269,1.0
115.0,104.0,-0.02099269,1.0
124.0,100.0,-0.02099269,1.0
125.0,98.0,-0.01705879,1.0
129.0,102.0,-0.01596805,1.0
115.0,93.0,-0.01110283,1.0
101.0,101.0,-0.006654448,1.0
121.0,97.0,-0.0002082376,1.0
141.0,101.0,0.01501231,1.0
106.0,109.0,0.01526956,1.0
110.0,92.0,0.01526956,1.0
119.0,95.0,0.01526956,1.0
114.0,100.0,0.01473048,1.0
108.0,92.0,0.0074019490000000005,1.0
121.0,97.0,0.003492647,1.0
110.0,99.0,-7.34217e-05,1.0
123.0,93.0,-0.003137207,1.0
139.0,95.0,-0.003137207,1.0
144.0,92.0,-0.005821138000000001,1.0
145.5,87.0,-0.01621327,1.0
139.0,90.0,-0.01621327,1.0
123.0,83.0,-0.01621327,1.0
121.0,90.0,-0.01621327,1.0
147.0,83.0,-0.01621327,1.0
140.0,82.0,-0.01621327,1.0
136.0,73.0,-0.02685044,1.0
135.0,88.0,-0.02685044,1.0
146.5,74.0,-0.02685044,1.0
152.0,78.0,-0.02685044,1.0
145.0,82.0,-0.02685044,1.0
134.0,70.0,-0.02685044,1.0
140.0,79.0,-0.02685044,1.0
146.5,81.0,-0.02685044,1.0
140.0,74.0,-0.02685044,1.0
134.0,74.0,-0.02685044,1.0
133.0,80.0,-0.02685044,1.0
138.0,73.0,-0.02685044,1.0
149.5,73.0,-0.0217646,1.0
138.0,72.0,-0.02099269,1.0
144.0,78.0,-0.02099269,1.0
148.0,75.0,-0.02073526,1.0
142.0,77.0,-0.02073526,1.0
141.0,73.0,-0.02073526,1.0
139.0,80.0,-0.02073526,1.0
136.0,79.0,-0.02073526,1.0
145.0,75.0,-0.02073526,1.0
142.0,78.0,-0.01938728,1.0
136.0,82.0,-0.01806371,1.0
136.0,82.0,-0.01806371,1.0
123.0,88.0,-0.01806371,1.0
145.0,88.0,-0.01806371,1.0
129.0,96.0,-0.01806371,1.0
124.0,94.0,-0.01806371,1.0
121.0,89.0,-0.01534316,1.0
119.5,88.0,-0.01508574,1.0
122.0,87.0,-0.01508574,1.0
125.0,95.0,-0.01508574,1.0
131.0,96.0,-0.01508574,1.0
135.0,94.0,-0.01508574,1.0
142.0,87.0,-0.01508574,1.0
142.5,101.0,-0.01508574,1.0
146.0,97.0,-0.01508574,1.0
125.0,102.0,-0.01508574,1.0
114.0,102.0,-0.01482849,1.0
123.0,95.0,-0.0109682,1.0
142.0,103.0,-0.0109682,1.0
118.0,103.0,-0.01071077,1.0
123.0,98.0,-0.01071077,1.0
103.0,99.0,-0.01071077,1.0
114.0,102.0,-0.01071077,1.0
108.0,103.0,-0.01071077,1.0
114.5,100.0,-0.01071077,1.0
139.0,106.0,-0.01071077,1.0
121.0,100.0,-0.01071077,1.0
134.0,104.0,-0.01071077,1.0
107.5,100.0,-0.01071077,1.0
111.5,101.0,-0.01071077,1.0
115.0,100.0,-0.005477905,1.0
111.0,104.0,-0.003443639,1.0
118.0,106.0,-0.003443639,1.0
113.0,102.0,-0.008676507,1.0
100.0,102.0,-0.01004908,1.0
110.0,106.0,-0.01686276,1.0
111.0,108.0,-0.01741423,1.0
118.0,105.0,-0.01741423,1.0
114.5,105.0,-0.01741423,1.0
124.0,103.0,-0.01741423,1.0
115.0,107.0,-0.01741423,1.0
108.0,103.0,-0.01741423,1.0
107.0,95.0,-0.01741423,1.0
104.5,100.0,-0.01741423,1.0
116.0,103.0,-0.01741423,1.0
118.0,107.0,-0.01741423,1.0
113.0,100.0,-0.01741423,1.0
111.0,98.0,-0.01741423,1.0
106.0,111.0,-0.01741423,1.0
109.0,109.0,-0.01741423,1.0
117.0,107.0,-0.01741423,1.0
106.0,101.0,-0.01741423,0.8317329
102.0,105.0,-0.01741423,0.582472
117.0,107.0,-0.01741423,0.3437318
107.5,99.0,-0.01741423,0.08382392
109.0,106.0,-0.01741423,0.0
107.0,93.0,-0.01741423,0.0
108.5,97.0,-0.01741423,0.0
122.0,106.0,-0.02252449,0.0
114.0,97.0,-0.02252449,0.0
105.0,105.0,-0.02252449,0.0
107.5,108.0,-0.02252449,0.0
107.0,103.0,-0.02769614,0.0
117.5,102.0,-0.03025728,0.0
127.5,104.0,-0.03025728,0.0
1000,96.0,-0.03025728,0.0
127.5,103.0,-0.03025728,0.0
143.5,104.0,-0.03025728,0.0
103.5,102.0,-0.03025728,0.0
111.0,114.0,-0.03025728,0.0
105.0,108.0,-0.03025728,0.0
107.5,105.0,-0.03025728,0.0
113.5,103.0,-0.03025728,0.0
107.5,109.0,-0.03025728,0.0
119.0,109.0,-0.03025728,0.0
108.0,104.0,-0.03025728,0.0
117.0,107.0,-0.03025728,0.0
107.5,102.0,-0.03025728,0.0
